air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,garden,house_id,house_type,m2_real,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,city,apartment,house,lux_property,rural_property
1,0,2,1,0,0,2176424,apartment,194,150000,0,4,0,0,1,sevilla,1,0,0,0
1,0,2,1,0,0,425042,apartment,150,175000,0,5,0,0,0,sevilla,1,0,0,0
1,0,2,1,0,1,27957429,house,1584,690000,1,5,1,1,1,sevilla,0,1,0,0
0,0,2,0,0,1,30891949,house,3944,177000,0,3,1,1,0,sevilla,0,1,0,0
1,0,3,1,0,0,32872132,house,400,252500,0,4,1,1,1,sevilla,0,1,0,0
0,0,1,0,0,1,38668312,rural_property,2000,190000,0,2,0,1,1,sevilla,0,0,0,1
1,0,2,1,0,1,40155494,house,1500,260000,0,5,1,1,1,sevilla,0,1,0,0
1,0,2,1,0,1,1640673,apartment,124,240000,0,3,1,1,1,sevilla,1,0,0,0
0,0,1,0,0,0,82369662,apartment,70,88000,0,3,0,0,1,sevilla,1,0,0,0
1,1,2,0,0,0,82398187,house,107,175000,0,4,0,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,26557002,apartment,80,160000,0,2,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,83537775,apartment,90,185000,0,2,1,1,1,sevilla,1,0,0,0
1,1,3,1,0,1,83816325,house,167,235000,0,5,1,1,1,sevilla,0,1,0,0
1,1,3,1,0,1,83829307,house,535,248000,0,5,1,1,1,sevilla,0,1,0,0
1,0,3,0,0,1,84055383,house,129,290000,0,4,0,1,1,sevilla,0,1,0,0
0,0,2,0,0,0,84081478,apartment,80,95000,0,3,1,0,1,sevilla,1,0,0,0
0,1,2,1,0,1,84255776,house,450,180000,0,3,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,84251980,apartment,112,188200,0,3,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,84660387,apartment,135,207000,0,3,0,1,1,sevilla,1,0,0,0
1,0,1,1,0,0,84743928,apartment,75,62500,0,3,0,0,1,sevilla,1,0,0,0
0,0,1,0,0,0,84777173,apartment,90,115000,0,3,0,0,0,sevilla,1,0,0,0
0,0,1,0,0,0,39991535,apartment,60,45000,0,2,0,0,0,sevilla,1,0,0,0
0,0,2,0,0,0,81855530,house,1000,400000,0,4,0,0,0,sevilla,0,1,0,0
0,0,2,0,0,0,84145604,house,336,235000,0,3,0,0,0,sevilla,0,1,0,0
1,0,2,1,0,1,36736140,apartment,90,143000,0,3,0,1,1,sevilla,1,0,0,0
1,1,3,0,1,1,37529640,house,208,320000,0,5,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,81909796,apartment,98,170000,1,2,0,1,0,sevilla,1,0,0,0
1,0,2,1,0,0,82293281,apartment,115,160000,0,3,1,0,0,sevilla,1,0,0,0
0,0,1,0,0,0,82591403,apartment,52,91400,0,1,1,0,1,sevilla,1,0,0,0
0,0,1,0,0,0,84500890,apartment,84,71000,0,4,0,0,1,sevilla,1,0,0,0
1,1,2,1,0,0,84701611,house,130,152000,0,4,1,0,1,sevilla,0,1,0,0
0,0,2,0,0,0,37220520,apartment,99,169000,0,3,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,82457117,house,311,400000,0,4,0,1,1,sevilla,0,1,0,0
1,0,2,1,0,0,82537995,apartment,130,189000,0,3,0,1,1,sevilla,1,0,0,0
0,0,1,0,0,1,84393213,house,750,225000,0,3,0,1,0,sevilla,0,1,0,0
1,0,1,1,0,0,84706697,apartment,80,58000,0,3,0,0,1,sevilla,1,0,0,0
1,0,3,1,0,0,1014285,house,160,257500,0,5,1,0,0,sevilla,0,1,0,0
1,0,2,1,0,1,28292865,apartment,90,174000,0,2,0,1,1,sevilla,1,0,0,0
1,0,3,1,0,1,28915341,house,180,240000,0,4,0,1,1,sevilla,0,1,0,0
1,0,2,1,0,1,29162707,apartment,125,215000,0,4,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,1,83957487,house,1045,275000,0,4,0,1,0,sevilla,0,1,0,0
1,1,2,1,0,1,84421640,house,260,250000,0,3,1,1,1,sevilla,0,1,0,0
0,0,1,0,0,0,40571111,house,83,45000,0,2,1,0,1,sevilla,0,1,0,0
1,1,2,1,0,1,84230592,apartment,130,220000,0,3,1,1,0,sevilla,1,0,0,0
0,0,1,0,0,0,84920390,house,100,60000,0,3,0,0,0,sevilla,0,1,0,0
1,1,3,1,0,0,83154491,house,146,210000,0,5,1,1,1,sevilla,0,1,0,0
1,0,1,0,0,0,83851772,apartment,90,80000,0,3,0,0,0,sevilla,1,0,0,0
1,0,3,1,0,0,36688004,apartment,150,145000,0,4,0,0,1,sevilla,1,0,0,0
1,0,5,1,0,1,37786636,apartment,709,1250000,0,5,0,1,0,sevilla,1,0,0,0
1,0,2,1,0,0,34746178,house,128,156000,0,4,1,0,0,sevilla,0,1,0,0
1,0,1,1,0,0,38606448,house,161,176500,0,5,0,0,1,sevilla,0,1,0,0
0,1,3,1,0,0,39407754,house,174,200000,0,4,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,82312786,apartment,130,189000,1,4,0,1,1,sevilla,1,0,0,0
1,0,1,1,0,0,82736552,apartment,58,39000,0,3,0,0,1,sevilla,1,0,0,0
1,0,2,1,0,1,83535687,apartment,110,207000,0,3,0,1,1,sevilla,1,0,0,0
1,0,1,1,0,0,83787687,apartment,56,130000,0,1,0,0,0,sevilla,1,0,0,0
1,0,2,1,0,0,84267125,house,160,210000,0,4,0,0,0,sevilla,0,1,0,0
1,0,2,1,0,1,84588397,apartment,115,215000,1,3,0,1,1,sevilla,1,0,0,0
1,0,2,0,0,0,82664239,house,105,140000,0,4,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,0,82735081,apartment,136,189000,0,4,0,0,1,sevilla,1,0,0,0
1,0,2,1,0,1,82777966,apartment,95,205000,0,3,1,1,1,sevilla,1,0,0,0
1,0,2,0,0,0,82811804,apartment,96,155000,0,3,0,0,1,sevilla,1,0,0,0
1,0,2,1,0,1,82917088,apartment,115,200000,0,3,0,1,1,sevilla,1,0,0,0
1,0,1,1,0,1,37571598,apartment,80,153000,1,2,0,1,1,sevilla,1,0,0,0
1,0,4,0,0,0,84684544,house,500,409000,0,4,0,0,0,sevilla,0,1,0,0
1,0,3,1,0,0,38072898,house,1200,622000,0,4,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,39373790,apartment,95,155000,0,2,1,1,1,sevilla,1,0,0,0
1,0,1,0,0,0,82688585,apartment,80,116000,0,2,1,0,0,sevilla,1,0,0,0
1,0,2,0,0,0,82689932,apartment,90,135600,0,3,1,0,0,sevilla,1,0,0,0
1,1,2,1,0,0,83178958,apartment,87,165000,1,2,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,84122496,apartment,170,330000,1,4,1,1,1,sevilla,1,0,0,0
1,0,3,0,0,1,84247448,house,1400,350000,1,4,1,0,1,sevilla,0,1,0,0
0,0,3,1,0,0,84359988,house,100,275000,1,5,0,0,1,sevilla,0,1,0,0
1,0,4,1,0,0,84869693,house,283,318000,0,6,1,0,1,sevilla,0,1,0,0
1,0,1,1,0,1,84985125,apartment,56,122000,0,1,1,1,1,sevilla,1,0,0,0
1,0,3,1,0,1,27557395,apartment,170,289000,0,3,1,1,1,sevilla,1,0,0,0
1,0,3,1,0,0,29826902,house,1200,650000,0,4,1,1,1,sevilla,0,1,0,0
1,0,4,1,0,1,35817086,house,1000,1000000,0,3,1,1,1,sevilla,0,1,0,0
1,0,1,1,0,0,38268315,apartment,70,89000,0,3,1,0,0,sevilla,1,0,0,0
1,0,2,1,0,0,38547618,house,280,210000,0,4,1,0,1,sevilla,0,1,0,0
1,0,3,1,0,0,38646154,house,124,170000,0,3,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,39086580,apartment,140,350000,0,3,0,1,1,sevilla,1,0,0,0
0,0,1,0,0,1,40020817,house,2000,180000,0,4,0,1,0,sevilla,0,1,0,0
1,0,1,1,0,0,82422398,apartment,85,115000,0,4,0,0,1,sevilla,1,0,0,0
1,0,2,1,0,1,29205469,apartment,120,207000,0,3,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,0,82934467,apartment,96,145870,0,3,1,0,1,sevilla,1,0,0,0
1,0,2,1,0,1,83217488,apartment,122,205000,0,3,1,1,1,sevilla,1,0,0,0
1,0,2,1,0,0,83836340,house,130,180000,0,4,1,0,1,sevilla,0,1,0,0
1,0,2,0,0,0,83887119,house,190,150000,0,4,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,37933963,apartment,140,265000,0,3,0,1,1,sevilla,1,0,0,0
1,0,3,1,0,0,36776880,house,144,185000,0,3,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,84079609,apartment,130,189000,0,4,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,0,84218117,apartment,90,198000,1,2,1,1,1,sevilla,1,0,0,0
1,0,3,1,0,1,84262625,house,240,295000,0,5,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,0,84304435,house,300,200000,0,3,0,0,0,sevilla,0,1,0,0
1,0,4,1,0,1,28190696,house,1050,390000,0,6,0,1,1,sevilla,0,1,0,0
1,0,5,1,0,1,84684846,house,1260,790000,0,5,0,1,0,sevilla,0,1,0,0
1,0,1,0,0,0,84845769,apartment,55,33000,0,2,0,0,0,sevilla,1,0,0,0
0,0,3,1,0,1,35092138,house,5000,705000,0,4,1,1,1,sevilla,0,1,0,0
0,0,1,0,0,1,35874978,house,4000,177000,0,2,0,1,0,sevilla,0,1,0,0
1,0,3,1,0,1,38020844,house,1000,750000,0,5,1,1,1,sevilla,0,1,0,0
0,0,5,1,0,1,38136482,house,1145,525000,0,6,1,1,1,sevilla,0,1,0,0
1,0,1,0,0,0,36701426,house,102,136000,0,2,1,0,1,sevilla,0,1,0,0
1,1,3,1,0,1,39524314,house,476,360000,0,4,1,1,1,sevilla,0,1,0,0
0,1,4,1,0,1,83077941,house,1721,430000,0,4,1,1,1,sevilla,0,1,0,0
1,0,2,1,0,1,84299256,apartment,160,300000,1,3,1,1,1,sevilla,1,0,0,0
1,0,2,1,0,0,84738527,house,160,240000,0,4,1,0,0,sevilla,0,1,0,0
0,0,2,1,0,1,84636106,apartment,114,158845,1,3,1,1,1,sevilla,1,0,0,0
0,0,2,1,0,1,84857097,apartment,168,215100,0,4,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,84858364,apartment,140,265000,0,3,1,1,1,sevilla,1,0,0,0
1,0,2,0,0,0,25132909,apartment,90,170000,1,3,0,1,1,sevilla,1,0,0,0
1,0,4,1,0,1,31366365,house,502,410000,0,4,1,0,1,sevilla,0,1,0,0
1,0,3,1,0,1,1609793,house,120,236000,0,5,1,1,1,sevilla,0,1,0,0
1,0,4,1,0,1,35839730,apartment,240,394000,0,4,1,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,37806039,apartment,95,180000,0,2,0,1,0,sevilla,1,0,0,0
1,1,5,1,0,0,81254598,house,350,600000,0,6,1,1,1,sevilla,0,1,0,0
1,0,2,1,0,1,32818876,house,387,219000,0,4,1,0,1,sevilla,0,1,0,0
1,1,1,1,0,0,81716713,apartment,85,115000,0,4,0,0,0,sevilla,1,0,0,0
1,0,3,1,0,1,81911309,house,890,360000,0,5,1,1,1,sevilla,0,1,0,0
1,0,3,0,0,1,82285653,house,275,318000,0,6,1,1,0,sevilla,0,1,0,0
1,1,3,1,0,1,82560175,house,147,230000,0,4,1,1,0,sevilla,0,1,0,0
1,0,3,1,0,1,82916407,house,550,380000,0,4,0,1,0,sevilla,0,1,0,0
1,0,2,1,0,1,83611709,apartment,87,175000,0,2,1,1,1,sevilla,1,0,0,0
0,0,1,0,0,0,40509673,apartment,72,49500,0,2,0,0,0,sevilla,1,0,0,0
1,0,3,1,0,1,1912802,house,1000,650000,0,4,1,1,1,sevilla,0,1,0,0
1,0,3,1,0,0,84364789,house,171,238000,0,4,0,0,0,sevilla,0,1,0,0
1,0,1,1,0,1,29594711,apartment,85,165000,0,3,0,0,0,sevilla,1,0,0,0
1,0,5,1,0,1,32466289,house,340,720000,0,5,1,1,1,sevilla,0,1,0,0
1,0,2,1,0,1,32945651,apartment,90,149000,0,2,1,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,37310076,apartment,130,226000,0,4,0,1,1,sevilla,1,0,0,0
1,1,2,1,0,1,82652327,apartment,85,168000,1,2,1,1,1,sevilla,1,0,0,0
1,1,2,1,0,0,84324142,house,115,169000,0,3,0,0,0,sevilla,0,1,0,0
1,1,3,1,0,0,82672677,house,175,290000,0,4,1,0,1,sevilla,0,1,0,0
0,0,3,1,0,0,39162610,house,138,192000,0,3,1,0,1,sevilla,0,1,0,0
0,0,3,1,0,0,82747142,house,228,320000,0,4,1,0,0,sevilla,0,1,0,0
1,0,2,1,0,0,83435473,apartment,150,189000,0,3,0,0,1,sevilla,1,0,0,0
1,0,2,1,0,0,84606288,apartment,86,172000,1,2,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,0,84835520,apartment,116,226000,0,3,1,0,1,sevilla,1,0,0,0
1,0,2,1,0,1,84218539,apartment,180,350000,0,4,1,1,1,sevilla,1,0,0,0
0,0,2,1,0,1,82840574,apartment,120,200000,0,3,0,1,1,sevilla,1,0,0,0
0,0,1,0,0,0,37277421,apartment,63,37795,0,2,0,0,0,sevilla,1,0,0,0
1,0,2,1,0,1,83922486,apartment,92,160000,0,2,0,1,1,sevilla,1,0,0,0
1,0,3,1,0,0,31089197,house,118,145000,0,3,0,0,1,sevilla,0,1,0,0
1,0,3,1,0,1,36005941,house,388,395000,0,6,1,1,1,sevilla,0,1,0,0
1,0,3,1,0,0,38912361,house,125,202000,0,4,0,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,82237149,apartment,110,200000,1,3,0,1,1,sevilla,1,0,0,0
1,0,2,0,0,0,83780385,apartment,98,172000,1,3,0,1,1,sevilla,1,0,0,0
1,1,1,1,0,0,83893858,apartment,52,91400,0,1,1,0,0,sevilla,1,0,0,0
0,0,2,1,0,0,84267923,apartment,107,224000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84267925,apartment,101,211000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84267927,apartment,101,174000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84267929,apartment,102,214000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84267930,apartment,101,169000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84267931,apartment,93,270000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84391831,apartment,111,258000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84391833,apartment,109,199000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84391834,apartment,111,266000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84391836,apartment,111,226000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84391837,apartment,111,216000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84391838,apartment,124,327000,0,4,0,1,1,sevilla,1,0,0,0
1,0,3,1,0,0,2148772,house,150,240000,0,3,1,0,0,sevilla,0,1,0,0
1,0,2,1,0,0,83027364,apartment,105,200000,0,3,0,1,1,sevilla,1,0,0,0
1,0,3,1,0,0,83836862,house,491,215000,0,4,0,1,1,sevilla,0,1,0,0
1,0,2,1,0,1,84036835,house,170,219000,0,3,0,0,1,sevilla,0,1,0,0
0,0,3,0,0,0,84173731,house,609,290000,0,6,0,1,0,sevilla,0,1,0,0
1,0,3,1,0,0,84211654,house,240,175000,0,5,1,0,1,sevilla,0,1,0,0
1,0,3,1,0,1,84374998,house,1350,360000,1,6,0,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,40369629,apartment,90,131000,0,3,0,0,1,sevilla,1,0,0,0
1,0,6,1,0,1,1260322,house,1172,1400000,0,5,1,1,0,sevilla,0,1,0,0
1,0,4,1,0,1,31391680,house,400,495000,0,5,1,1,1,sevilla,0,1,0,0
1,0,2,1,0,0,35683488,house,160,205000,0,7,0,0,1,sevilla,0,1,0,0
1,0,3,1,0,0,36749478,house,500,280000,0,4,1,1,1,sevilla,0,1,0,0
1,0,3,1,0,0,38166142,house,270,197500,0,4,1,0,1,sevilla,0,1,0,0
0,0,3,1,0,0,32657984,house,1700,1000000,0,5,1,1,0,sevilla,0,1,0,0
1,1,3,1,0,1,40186118,house,1017,518000,0,5,1,1,1,sevilla,0,1,0,0
0,0,3,1,0,1,81555509,house,141,185000,0,3,1,0,1,sevilla,0,1,0,0
1,0,1,0,0,1,81555652,house,810,210000,0,3,1,0,0,sevilla,0,1,0,0
0,0,1,0,0,1,81590012,house,1016,198220,0,2,1,1,0,sevilla,0,1,0,0
1,0,3,1,0,1,81745709,house,133,190000,0,4,1,0,0,sevilla,0,1,0,0
1,0,2,0,0,0,81776020,house,116,160000,0,5,1,0,1,sevilla,0,1,0,0
1,1,2,0,0,0,82151070,apartment,148,135000,0,3,1,0,1,sevilla,1,0,0,0
0,0,3,0,0,1,82162542,house,1055,399000,0,5,0,1,0,sevilla,0,1,0,0
1,0,2,1,0,1,82988430,apartment,88,149500,0,2,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,83093257,apartment,136,172300,0,3,1,1,1,sevilla,1,0,0,0
1,0,2,1,0,0,83093442,apartment,106,163200,0,2,1,0,1,sevilla,1,0,0,0
1,0,2,1,0,0,83093715,apartment,114,157200,0,3,1,1,1,sevilla,1,0,0,0
1,1,5,1,0,1,83332209,house,1640,1000000,0,5,1,1,1,sevilla,0,1,0,0
1,1,2,1,0,0,83346677,house,105,212000,0,4,1,1,1,sevilla,0,1,0,0
0,0,2,1,0,0,83696237,house,130,205000,0,4,1,0,0,sevilla,0,1,0,0
0,0,3,1,0,1,83733829,house,430,318500,0,5,1,1,0,sevilla,0,1,0,0
0,0,1,1,0,0,84064323,house,101,175000,0,4,0,0,1,sevilla,0,1,0,0
0,0,2,1,0,1,84068403,house,108,220000,0,5,1,1,1,sevilla,0,1,0,0
0,0,2,1,0,1,84078823,house,944,320000,0,4,0,1,0,sevilla,0,1,0,0
1,0,2,0,0,0,84193793,apartment,100,210000,0,3,1,0,1,sevilla,1,0,0,0
1,0,3,1,0,1,84530963,house,238,340000,0,4,0,1,0,sevilla,0,1,0,0
1,1,3,1,0,0,37912978,house,75,185000,0,3,1,0,1,sevilla,0,1,0,0
1,1,3,1,0,1,81874412,house,500,360000,0,4,1,1,1,sevilla,0,1,0,0
0,0,1,0,0,1,83239221,apartment,61,46500,0,2,0,0,0,sevilla,1,0,0,0
0,0,2,1,0,1,83775761,house,1580,690000,0,5,0,1,1,sevilla,0,1,0,0
1,0,2,0,0,1,37904645,apartment,120,120000,0,4,1,0,0,sevilla,1,0,0,0
1,0,3,1,0,0,84625233,house,135,215000,0,4,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,82981697,apartment,90,195000,0,2,0,1,1,sevilla,1,0,0,0
0,0,1,1,0,0,84958634,apartment,55,45000,0,3,0,0,0,sevilla,1,0,0,0
1,0,2,1,0,1,37947247,house,1600,690000,0,5,1,1,1,sevilla,0,1,0,0
1,0,2,1,0,1,81277018,apartment,90,158000,0,2,0,1,1,sevilla,1,0,0,0
1,1,2,1,0,1,83154854,apartment,100,159900,0,3,0,0,1,sevilla,1,0,0,0
1,0,2,0,0,0,83253256,house,133,149000,0,4,1,0,1,sevilla,0,1,0,0
1,0,3,0,0,1,83269933,house,160,190000,0,3,0,1,0,sevilla,0,1,0,0
1,0,2,1,0,1,722960,apartment,95,195000,0,2,1,1,1,sevilla,1,0,0,0
0,0,2,0,0,0,84874321,apartment,168,215100,0,4,0,0,0,sevilla,1,0,0,0
0,0,2,1,0,0,84886608,apartment,98,234000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886611,apartment,95,229000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886616,apartment,112,203000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886617,apartment,120,350000,0,4,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886618,apartment,109,203000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886620,apartment,101,213000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886621,apartment,108,216000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886623,apartment,112,220000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886624,apartment,136,377000,0,4,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886626,apartment,99,234000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886628,apartment,101,215000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886629,apartment,112,214000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886631,apartment,108,221000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886634,apartment,115,219000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886636,apartment,102,209000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886639,apartment,120,320000,0,4,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886649,apartment,112,210000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886651,apartment,108,211000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886645,apartment,112,207000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886648,apartment,115,221000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886656,apartment,102,208000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886657,apartment,111,208000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886668,apartment,108,208000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886670,apartment,101,168000,0,2,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886681,apartment,108,252000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886675,apartment,110,220000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886683,apartment,107,237000,0,3,0,1,1,sevilla,1,0,0,0
0,0,2,1,0,0,84886689,apartment,115,224000,0,3,0,1,1,sevilla,1,0,0,0
1,1,2,1,0,1,84888930,apartment,106,199000,1,3,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,84942623,apartment,75,155000,1,2,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,0,83176656,apartment,106,200000,0,3,1,1,1,sevilla,1,0,0,0
1,0,1,1,0,0,84784882,apartment,87,88000,0,4,1,0,1,sevilla,1,0,0,0
1,0,2,1,0,1,84791916,house,200,195000,0,3,0,0,1,sevilla,0,1,0,0
1,0,5,1,0,1,1287729,house,1180,1355000,0,5,1,1,0,sevilla,0,1,0,0
1,0,3,1,0,1,28282873,house,1200,700000,0,3,1,1,1,sevilla,0,1,0,0
1,0,10,1,0,1,28939425,house,2220,1700000,0,8,1,1,1,sevilla,0,1,0,0
1,0,4,1,0,1,30056298,house,1200,700000,0,3,1,1,1,sevilla,0,1,0,0
1,0,3,1,0,1,38478284,house,439,332000,0,5,1,0,1,sevilla,0,1,0,0
1,0,5,1,0,1,38814964,house,1171,1355000,0,5,1,1,1,sevilla,0,1,0,0
0,0,2,1,0,0,38883285,house,270,295000,0,5,0,0,1,sevilla,0,1,0,0
1,0,3,1,0,1,39330124,house,1000,545900,0,4,1,1,1,sevilla,0,1,0,0
1,0,3,1,0,1,81398639,house,175,225000,1,4,1,1,1,sevilla,0,1,0,0
1,0,5,1,0,0,83362006,house,500,500000,0,6,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,0,83464890,house,280,218000,0,3,1,0,0,sevilla,0,1,0,0
1,1,2,1,0,1,83466613,apartment,116,189000,0,3,0,1,1,sevilla,1,0,0,0
1,0,6,1,0,1,83675635,house,610,420000,1,7,1,1,1,sevilla,0,1,0,0
1,0,2,0,0,0,84660949,apartment,130,189000,0,3,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,0,84794771,house,118,250000,0,5,0,1,0,sevilla,0,1,0,0
0,0,1,0,0,0,84803524,house,128,198220,0,4,1,0,0,sevilla,0,1,0,0
1,0,2,1,0,0,84805303,house,170,189000,0,4,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,84149331,apartment,88,165000,0,2,1,1,1,sevilla,1,0,0,0
1,0,3,1,0,0,81324903,house,180,210000,0,4,1,0,0,sevilla,0,1,0,0
1,0,2,1,0,1,38052844,apartment,160,315000,0,4,1,1,1,sevilla,1,0,0,0
1,0,3,1,0,1,38985946,house,360,420000,0,6,1,1,1,sevilla,0,1,0,0
1,0,4,1,0,1,81344111,house,913,440000,0,5,1,1,1,sevilla,0,1,0,0
0,0,1,0,0,0,81640281,apartment,104,117260,0,3,0,0,1,sevilla,1,0,0,0
1,0,4,1,0,1,82876259,house,216,335000,0,5,0,1,0,sevilla,0,1,0,0
1,1,1,1,0,1,83110511,apartment,87,195000,1,2,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,83242860,apartment,85,170000,1,2,1,1,1,sevilla,1,0,0,0
1,1,3,1,0,1,83463602,house,225,299000,1,4,1,0,1,sevilla,0,1,0,0
1,1,2,1,0,1,84304945,apartment,136,305000,0,3,1,1,1,sevilla,1,0,0,0
1,0,2,0,0,0,84740751,house,250,244000,0,3,0,0,1,sevilla,0,1,0,0
1,0,2,1,0,0,38110413,apartment,200,220000,0,3,1,1,1,sevilla,1,0,0,0
1,0,2,0,0,0,37900455,apartment,161,330000,0,3,1,0,1,sevilla,1,0,0,0
1,0,2,1,0,0,83526248,apartment,90,190000,0,2,0,1,1,sevilla,1,0,0,0
1,0,4,1,0,1,28653917,house,475,505000,1,8,1,1,1,sevilla,0,1,0,0
1,0,4,1,0,1,29078117,house,279,360000,0,5,1,1,1,sevilla,0,1,0,0
1,0,4,1,0,1,29556882,house,2500,500000,0,7,1,1,1,sevilla,0,1,0,0
1,0,3,1,0,0,36138985,apartment,165,139950,0,4,0,0,1,sevilla,1,0,0,0
1,0,2,1,0,1,37069253,apartment,75,150000,0,2,0,1,1,sevilla,1,0,0,0
1,0,4,1,0,1,34843679,house,360,420000,0,6,1,1,1,sevilla,0,1,0,0
1,0,3,1,0,1,36008142,house,1000,495000,0,4,1,1,1,sevilla,0,1,0,0
1,0,2,1,0,1,31032122,apartment,120,239500,0,3,0,1,1,sevilla,1,0,0,0
1,0,2,1,0,1,82131126,apartment,137,189000,0,4,0,1,1,sevilla,1,0,0,0
1,1,3,1,0,0,82648678,house,200,179000,0,4,1,0,1,sevilla,0,1,0,0
1,1,2,1,0,0,82727529,house,160,240000,0,4,1,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,81892504,apartment,110,215000,1,3,0,1,0,sevilla,1,0,0,0
1,1,5,1,0,1,38374752,house,400,399000,0,7,1,1,1,sevilla,0,1,0,0
1,0,4,1,0,1,35057378,house,600,380000,0,5,1,1,1,sevilla,0,1,0,0
1,0,4,1,0,1,83942383,house,250,380000,0,7,1,1,1,sevilla,0,1,0,0
1,0,3,1,0,1,84222502,house,183,227000,0,3,1,1,1,sevilla,0,1,0,0
1,0,3,1,0,1,84524445,house,900,293500,0,6,1,1,0,sevilla,0,1,0,0
1,0,2,1,0,1,84736019,apartment,114,189000,1,3,0,1,1,sevilla,1,0,0,0
1,0,4,1,0,1,36466911,house,10000,1000000,0,3,0,1,1,sevilla,0,1,0,0
